,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Brand
2865,Honda Jazz 1.5 SV i DTEC,Mumbai,4,48719,Diesel,Manual,First,27.3,1498,98.6,5.0,6.25,Honda
2866,Mahindra XUV500 W8 2WD,Coimbatore,4,59711,Diesel,Manual,First,15.1,2179,140.0,7.0,13.28,Mahindra
2867,Nissan Micra Diesel XV Premium,Hyderabad,8,83000,Diesel,Manual,First,23.08,1461,63.1,5.0,3.7,Nissan
2868,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2,10714,Diesel,Automatic,First,19.27,2143,167.62,5.0,39.51,Mercedes
2869,Tata Manza Aura Plus Quadrajet BS IV,Hyderabad,10,127510,Diesel,Manual,Second,19.0,1248,90.0,5.0,1.4,Tata
2870,Maruti Swift VDI,Kolkata,6,35010,Diesel,Manual,First,22.9,1248,74.0,5.0,3.5,Maruti
2871,Maruti Swift Dzire 1.2 Lxi BSIV,Jaipur,8,75451,Petrol,Manual,First,17.5,1197,85.8,5.0,3.78,Maruti
2872,Tata Indigo eCS LS (TDI) BS-III,Pune,5,83000,Diesel,Manual,First,19.09,1405,69.01,5.0,2.7,Tata
2873,Honda Amaze S i-Dtech,Kolkata,7,38755,Diesel,Manual,First,25.8,1498,98.6,5.0,3.2,Honda
2874,Maruti Swift VXI BSIV,Delhi,4,30000,Petrol,Manual,First,20.4,1197,81.8,5.0,5.0,Maruti
2875,Maruti Ertiga ZDI,Chennai,8,40000,Diesel,Manual,First,20.77,1248,88.8,7.0,7.0,Maruti
2876,Hyundai Grand i10 Era,Kolkata,6,19500,Petrol,Manual,Second,18.9,1197,82.0,5.0,2.85,Hyundai
2877,Nissan Micra Active XV,Ahmedabad,4,41000,Petrol,Manual,First,19.69,1198,67.04,5.0,4.25,Nissan
2878,Hyundai Grand i10 Asta Option,Bangalore,6,30000,Petrol,Manual,Second,18.9,1197,82.0,5.0,4.9,Hyundai
2879,Jeep Compass 2.0 Sport,Hyderabad,3,37000,Diesel,Manual,First,17.1,1956,170.0,5.0,16.9,Jeep
2880,Volkswagen Polo Diesel Comfortline 1.2L,Delhi,6,62000,Diesel,Manual,Second,22.07,1199,73.9,5.0,4.25,Volkswagen
2881,Honda Amaze S AT i-Vtech,Pune,5,42023,Petrol,Automatic,First,15.5,1198,86.7,5.0,4.34,Honda
2882,BMW X3 xDrive20d Advantage Edition,Kolkata,8,51001,Diesel,Automatic,First,16.09,1995,184.0,5.0,17.0,BMW
2883,BMW 3 Series 320d Luxury Line,Kochi,3,55389,Diesel,Automatic,First,18.88,1995,184.0,5.0,28.45,BMW
2884,Honda City V AT,Kochi,6,46728,Petrol,Automatic,First,15.6,1497,116.3,5.0,6.15,Honda
2885,Mahindra Ssangyong Rexton RX5,Kochi,6,58995,Diesel,Manual,First,12.83,2696,162.0,7.0,9.25,Mahindra
2886,Maruti Swift Dzire LDI,Delhi,5,37857,Diesel,Manual,First,26.59,1248,74.0,5.0,4.85,Maruti
2887,Maruti Swift VDI BSIV,Jaipur,6,71000,Diesel,Manual,First,25.2,1248,74.0,5.0,4.8,Maruti
2888,Honda Brio S Option MT,Pune,8,49024,Petrol,Manual,First,18.4,1198,86.8,5.0,2.3,Honda
2889,Hyundai Grand i10 Sportz,Mumbai,4,10770,Petrol,Manual,First,18.9,1197,82.0,5.0,4.75,Hyundai
2890,Tata Zest Quadrajet 1.3 75PS XM,Pune,3,72000,Diesel,Manual,First,22.95,1248,74.0,5.0,5.0,Tata
2891,Hyundai EON Era Plus,Jaipur,5,91000,Petrol,Manual,First,21.1,814,55.2,5.0,2.5,Hyundai
2892,Hyundai i20 1.2 Spotz,Mumbai,3,14000,Petrol,Manual,First,18.6,1197,81.83,5.0,5.95,Hyundai
2893,Volvo S60 D4 KINETIC,Delhi,6,48000,Diesel,Automatic,Second,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0        26.6
1       19.67
2        18.2
3       20.77
4        15.2
        ...  
5867     28.4
5868     24.4
5869     14.0
5870     18.9
5871    25.44
Name: Mileage, Length: 5872, dtype: object>",1984,181.0,5.0,16.0,Volvo
2894,Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,6,75136,Diesel,Manual,First,22.7,1498,89.84,5.0,6.15,Ford
2895,Maruti Ritz VXI,Hyderabad,6,32500,Petrol,Manual,Second,21.1,1197,85.8,5.0,4.05,Maruti
2896,Hyundai i20 1.4 CRDi Magna,Hyderabad,10,94500,Diesel,Manual,Second,21.9,1396,90.0,5.0,3.1,Hyundai
2897,Maruti Dzire VXI,Hyderabad,7,34900,Petrol,Manual,First,22.0,1197,81.8,5.0,5.49,Maruti
2898,Porsche Panamera 2010 2013 4S,Coimbatore,10,42400,Petrol,Automatic,Third,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0        26.6
1       19.67
2        18.2
3       20.77
4        15.2
        ...  
5867     28.4
5868     24.4
5869     14.0
5870     18.9
5871    25.44
Name: Mileage, Length: 5872, dtype: object>",4806,394.3,4.0,42.91,Porsche
2899,Maruti Swift VDi BSIII W/ ABS,Jaipur,5,50000,Diesel,Manual,First,17.8,1248,75.0,5.0,5.7,Maruti
2900,Honda Brio S MT,Kolkata,6,35000,Petrol,Manual,First,19.4,1198,86.8,5.0,2.85,Honda
2901,Chevrolet Beat LS,Bangalore,8,37000,Petrol,Manual,Second,18.6,1199,79.4,5.0,2.35,Chevrolet
2902,Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2,32807,Petrol,Automatic,First,13.0,1591,121.3,5.0,14.76,Hyundai
2903,Honda City ZX GXi,Pune,12,119000,Petrol,Manual,Second,17.7,1497,78.0,5.0,2.25,Honda
2904,Maruti Ritz LXi,Mumbai,4,12000,Petrol,Manual,First,18.5,1197,85.8,5.0,3.65,Maruti
2905,Ford EcoSport 1.5 TDCi Trend,Delhi,4,46727,Diesel,Manual,First,22.77,1498,98.59,5.0,7.25,Ford
2906,BMW 3 Series 320d,Hyderabad,10,73336,Diesel,Automatic,First,13.2,1995,170.0,5.0,10.69,BMW
2907,Hyundai Verna 1.6 SX VTVT,Mumbai,6,9000,Petrol,Manual,Second,17.01,1591,121.3,5.0,5.5,Hyundai
2908,Toyota Innova 2.5 G4 Diesel 8-seater,Chennai,15,240000,Diesel,Manual,Fourth & Above,12.8,2494,102.0,8.0,5.1,Toyota
2909,Maruti Wagon R LXI,Mumbai,6,25422,Petrol,Manual,First,22.5,998,67.04,5.0,3.25,Maruti
2910,Maruti Ertiga VDI,Mumbai,2,14000,Diesel,Manual,First,25.47,1248,88.5,7.0,9.25,Maruti
2911,Maruti Alto LXi BSIII,Hyderabad,12,66000,Petrol,Manual,First,19.7,796,46.3,5.0,1.7,Maruti
2912,Maruti A-Star Vxi,Kochi,10,55324,Petrol,Manual,First,19.0,998,66.1,5.0,2.87,Maruti
2913,BMW X5 3.0d,Bangalore,11,90000,Diesel,Automatic,First,11.0,2993,235.0,5.0,17.75,BMW
2914,Mahindra KUV 100 G80 K6 Plus 5Str,Kolkata,3,43000,Petrol,Manual,First,18.15,1198,82.0,5.0,4.5,Mahindra
2915,Hyundai i10 Magna AT,Bangalore,12,58483,Petrol,Automatic,Second,19.2,1197,80.0,5.0,2.95,Hyundai
2916,Honda Civic 2006-2010 1.8 S AT,Pune,13,93000,Petrol,Automatic,Second,12.9,1799,130.0,5.0,2.6,Honda
2917,Hyundai i10 Sportz 1.2,Hyderabad,10,50000,Petrol,Manual,First,20.36,1197,78.9,5.0,3.0,Hyundai
2918,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Ahmedabad,6,78616,Diesel,Automatic,Second,14.84,2143,170.0,5.0,15.5,Mercedes
2919,Toyota Etios G,Pune,9,37000,Petrol,Manual,First,17.6,1496,88.73,5.0,2.8,Toyota
2920,Honda City 1.5 E MT,Kolkata,10,54801,Petrol,Manual,First,17.0,1497,118.0,5.0,2.5,Honda
2921,Maruti Swift Dzire VDI,Bangalore,6,29000,Diesel,Manual,First,23.4,1248,74.0,5.0,5.75,Maruti
2922,Maruti Swift VXI,Pune,10,68000,Petrol,Manual,First,22.0,1197,81.8,5.0,2.8,Maruti
2923,Hyundai Verna 1.6 EX VTVT,Kolkata,6,58000,Petrol,Manual,First,17.01,1591,121.3,5.0,4.59,Hyundai
2924,Maruti Ritz VDi,Pune,8,64290,Diesel,Manual,First,23.2,1248,73.94,5.0,3.65,Maruti
2925,Toyota Fortuner 4x2 Manual,Mumbai,5,31000,Diesel,Manual,First,13.0,2982,168.5,7.0,19.85,Toyota
2926,Jeep Compass 2.0 Limited,Pune,2,16039,Diesel,Manual,First,17.1,1956,170.0,5.0,18.5,Jeep
2927,Hyundai i20 Asta Option 1.2,Hyderabad,3,19860,Petrol,Manual,First,18.6,1197,81.83,5.0,6.95,Hyundai
2928,Maruti Wagon R LXI CNG,Delhi,6,48500,CNG,Manual,Second,26.6,998,58.16,5.0,2.85,Maruti
2929,Tata New Safari DICOR 2.2 EX 4x4 BS IV,Jaipur,8,75391,Diesel,Manual,First,13.93,2179,138.0,7.0,3.75,Tata
2930,Maruti Swift Dzire LDi,Jaipur,12,78000,Diesel,Manual,Second,19.3,1248,73.9,5.0,2.3,Maruti
2931,Tata Indigo eCS eLS BS IV,Kolkata,4,78000,Diesel,Manual,First,25.0,1396,69.01,5.0,2.3,Tata
2932,Maruti Swift LDI,Hyderabad,4,52000,Diesel,Manual,First,28.4,1248,74.0,5.0,5.95,Maruti
2933,Maruti Celerio VXI AT,Kolkata,4,30000,Petrol,Automatic,First,23.1,998,67.04,5.0,3.49,Maruti
2934,BMW 5 Series 2013-2017 530d M Sport,Coimbatore,4,19254,Diesel,Automatic,First,14.69,2993,258.0,5.0,47.7,BMW
2935,Volkswagen Polo 1.2 MPI Highline,Coimbatore,5,29651,Petrol,Manual,First,16.47,1198,74.0,5.0,6.43,Volkswagen
2936,Tata Safari DICOR 2.2 LX 4x2,Bangalore,9,80000,Diesel,Manual,First,13.93,2179,138.03,7.0,4.5,Tata
2937,Mini Cooper S Carbon Edition,Kolkata,2,2971,Petrol,Automatic,First,13.6,1598,181.0,4.0,39.75,Mini
2938,Ford Figo Petrol Titanium,Kolkata,5,21400,Petrol,Manual,First,15.6,1196,70.0,5.0,4.0,Ford
2939,Honda City i DTEC V,Ahmedabad,5,77000,Diesel,Manual,First,26.0,1498,98.6,5.0,6.98,Honda
2940,Hyundai Tucson CRDi,Delhi,14,80000,Diesel,Manual,Second,12.6,1991,112.0,7.0,1.75,Hyundai
2941,Skoda Laura Ambiente 2.0 TDI CR MT,Delhi,7,81755,Diesel,Manual,First,20.0,1968,108.5,5.0,4.75,Skoda
2942,Toyota Fortuner 3.0 Diesel,Hyderabad,4,99593,Diesel,Manual,First,11.5,2982,171.0,7.0,23.5,Toyota
2943,Hyundai Verna 1.6 SX,Hyderabad,6,39791,Diesel,Manual,First,22.32,1582,126.32,5.0,7.49,Hyundai
2944,Mahindra XUV500 W6 2WD,Hyderabad,5,113000,Diesel,Manual,First,15.1,2179,140.0,7.0,10.85,Mahindra
2945,Renault KWID RXT,Mumbai,3,24000,Petrol,Manual,First,25.17,799,53.3,5.0,3.5,Renault
2946,Hyundai i20 Asta 1.2,Bangalore,5,39000,Petrol,Manual,Second,18.6,1197,81.83,5.0,6.3,Hyundai
2947,Honda City V AT,Bangalore,8,37000,Petrol,Automatic,First,15.6,1497,116.3,5.0,6.75,Honda
2948,Ford Endeavour 3.2 Titanium AT 4X4,Coimbatore,3,61108,Diesel,Automatic,First,10.91,3198,197.0,7.0,28.88,Ford
2949,Skoda Superb Elegance 1.8 TSI AT,Kochi,4,61648,Petrol,Automatic,First,13.7,1798,157.75,5.0,14.23,Skoda
2950,BMW 3 Series 320d Sport,Mumbai,8,37000,Diesel,Automatic,Third,22.69,1995,190.0,5.0,15.0,BMW
2951,Maruti Ertiga VXI CNG,Mumbai,7,53000,CNG,Manual,First,22.8,1373,80.9,7.0,5.8,Maruti
2952,Maruti Ritz LDi,Jaipur,7,65000,Diesel,Manual,First,23.2,1248,73.94,5.0,3.75,Maruti
2953,Toyota Fortuner 3.0 Diesel,Jaipur,9,148009,Diesel,Manual,Second,11.5,2982,171.0,7.0,12.75,Toyota
2954,Maruti Swift Lxi BSIII,Mumbai,11,53001,Petrol,Manual,First,16.1,1298,88.2,5.0,1.95,Maruti
2955,Tata Tigor 1.2 Revotron XT,Mumbai,2,22345,Petrol,Manual,First,20.3,1199,84.0,5.0,4.95,Tata
2956,Honda City i VTEC CVT VX,Delhi,5,50000,Petrol,Automatic,First,18.0,1497,117.3,5.0,8.25,Honda
2957,BMW 3 Series 320d,Hyderabad,7,48183,Diesel,Automatic,First,13.2,1995,170.0,5.0,20.99,BMW
2958,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Hyderabad,10,93000,Diesel,Automatic,Second,14.21,2143,203.0,5.0,17.5,Mercedes
2959,Maruti Swift VDI,Kochi,5,53500,Diesel,Manual,First,28.4,1248,74.0,5.0,5.36,Maruti
2960,Maruti Ertiga VXI,Delhi,6,17585,Petrol,Manual,First,16.02,1373,93.7,7.0,6.35,Maruti
2961,Hyundai Verna 1.6 VTVT,Kolkata,9,36226,Petrol,Manual,First,17.01,1591,121.3,5.0,2.95,Hyundai
2962,Land Rover Discovery Sport TD4 HSE,Coimbatore,1,25899,Diesel,Automatic,First,12.63,2179,147.5,5.0,55.7,Land
2963,Hyundai Santro Xing GL,Kolkata,11,60170,Petrol,Manual,First,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0        26.6
1       19.67
2        18.2
3       20.77
4        15.2
        ...  
5867     28.4
5868     24.4
5869     14.0
5870     18.9
5871    25.44
Name: Mileage, Length: 5872, dtype: object>",1086,62.0,5.0,1.15,Hyundai
2964,Mercedes-Benz New C-Class C 220 CDI Style,Hyderabad,3,11200,Diesel,Automatic,First,19.27,2143,167.62,5.0,37.5,Mercedes
2965,Hyundai i10 Magna 1.2,Kochi,3,49045,Petrol,Manual,First,20.36,1197,78.9,5.0,4.07,Hyundai
2966,Volkswagen Polo Diesel Comfortline 1.2L,Kolkata,8,45000,Diesel,Manual,First,22.07,1199,73.9,5.0,2.99,Volkswagen
2967,Maruti Vitara Brezza VDi Option,Delhi,3,40000,Diesel,Manual,First,24.3,1248,88.5,5.0,7.9,Maruti
2968,Renault Duster 85PS Diesel RxL,Mumbai,4,36600,Diesel,Manual,First,19.87,1461,83.8,5.0,7.49,Renault
2969,Tata Indica Vista Aqua 1.3 Quadrajet,Jaipur,11,117000,Diesel,Manual,First,18.0,1248,75.0,5.0,1.1,Tata
2970,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Delhi,4,16000,Diesel,Automatic,First,11.3,2987,254.8,7.0,56.0,Mercedes
2971,Hyundai Xcent 1.2 CRDi S,Mumbai,4,50000,Diesel,Manual,First,25.4,1186,73.97,5.0,3.5,Hyundai
2972,Hyundai Verna CRDi SX ABS,Hyderabad,12,150000,Diesel,Manual,First,18.1,1493,110.0,5.0,3.0,Hyundai
2973,Hyundai Verna 1.6 SX VTVT,Mumbai,6,11000,Petrol,Manual,First,17.01,1591,121.3,5.0,6.1,Hyundai
2974,Ford Figo Petrol ZXI,Bangalore,10,102016,Petrol,Manual,First,15.6,1196,70.0,5.0,2.25,Ford
2975,Maruti Swift VDI Optional,Chennai,4,38000,Diesel,Manual,First,25.2,1248,74.0,5.0,5.95,Maruti
2976,Renault Pulse RxL,Hyderabad,7,71491,Diesel,Manual,First,23.08,1461,63.12,5.0,4.95,Renault
2977,Volkswagen Polo 1.2 MPI Highline,Bangalore,5,46354,Petrol,Manual,Second,16.47,1198,74.0,5.0,5.49,Volkswagen
2978,BMW 3 Series 320d Luxury Line,Delhi,1,87000,Diesel,Automatic,First,22.69,1995,190.0,5.0,6.67,BMW
2979,Skoda Rapid 1.6 MPI Active,Ahmedabad,5,20765,Petrol,Manual,First,15.0,1598,103.52,5.0,6.25,Skoda
2980,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,6,51076,Diesel,Automatic,First,12.07,2967,241.4,7.0,34.88,Audi
2981,Maruti Ciaz VDi Plus,Jaipur,4,84085,Diesel,Manual,First,26.21,1248,88.5,5.0,6.9,Maruti
2982,Honda City i DTEC VX,Kolkata,6,55000,Diesel,Manual,First,25.1,1498,98.6,5.0,5.99,Honda
2983,Mercedes-Benz E-Class 2009-2013 E350 Petrol,Mumbai,10,73000,Petrol,Automatic,First,10.93,3498,272.0,5.0,10.4,Mercedes
2984,Audi A6 2011-2015 3.0 TDI Quattro Premium Plus,Pune,8,50001,Diesel,Automatic,First,14.57,2967,241.38,5.0,29.0,Audi
2985,Mahindra Xylo H4,Coimbatore,4,93166,Diesel,Manual,Second,14.02,2179,118.3,7.0,5.85,Mahindra
2986,Honda City 1.5 EXI AT,Kochi,14,99583,Petrol,Automatic,Third,12.0,1493,100.0,5.0,2.21,Honda
2987,Maruti SX4 ZXI MT BSIV,Mumbai,10,72000,Petrol,Manual,First,15.5,1586,103.3,5.0,2.4,Maruti
2988,Toyota Corolla Altis G,Pune,11,70000,Petrol,Manual,Third,14.53,1798,138.1,5.0,3.0,Toyota
2989,Volkswagen Vento Petrol Highline AT,Pune,8,61000,Petrol,Automatic,Second,14.4,1598,103.6,5.0,3.75,Volkswagen
2990,Hyundai EON Era Plus,Pune,5,66510,Petrol,Manual,First,21.1,814,55.2,5.0,2.95,Hyundai
2991,Skoda Laura Ambition 2.0 TDI CR MT,Hyderabad,9,84062,Diesel,Manual,First,20.0,1968,108.5,5.0,5.8,Skoda
2992,Maruti Swift VDI,Hyderabad,8,80799,Diesel,Manual,First,22.9,1248,74.0,5.0,4.9,Maruti
2993,Toyota Corolla Altis 1.8 VL CVT,Kolkata,2,5000,Petrol,Automatic,First,14.28,1798,138.03,5.0,16.95,Toyota
2994,Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,7,92000,Diesel,Manual,First,12.99,2494,100.0,8.0,12.5,Toyota
2995,Tata Tiago Wizz 1.05 Revotorq,Hyderabad,3,53000,Diesel,Manual,First,27.28,1047,69.0,5.0,5.0,Tata
2996,Skoda Rapid 1.6 MPI Ambition,Mumbai,5,39822,Petrol,Manual,First,15.41,1598,103.52,5.0,4.68,Skoda
2997,Ford Endeavour 3.2 Titanium AT 4X4,Mumbai,4,29000,Diesel,Automatic,First,10.91,3198,197.0,7.0,29.8,Ford
2998,Renault KWID RXL,Kochi,3,24214,Petrol,Manual,Second,25.17,799,53.3,5.0,3.46,Renault
2999,Hyundai i20 1.4 Asta CRDi with AVN,Pune,8,75000,Diesel,Manual,First,23.0,1396,90.0,5.0,4.0,Hyundai
3000,Skoda Laura Ambiente,Chennai,8,77216,Diesel,Manual,Second,17.5,1896,106.0,5.0,4.5,Skoda
3001,Toyota Corolla Altis Diesel D4DG,Kochi,7,74290,Diesel,Manual,First,21.43,1364,87.2,5.0,5.87,Toyota
3002,Mahindra Scorpio S8 8 Seater,Delhi,5,61000,Diesel,Manual,First,15.4,2179,120.0,8.0,9.5,Mahindra
3003,Audi Q5 2.0 TDI Premium Plus,Chennai,7,44000,Diesel,Automatic,First,14.16,1968,174.3,5.0,32.5,Audi
3004,Chevrolet Enjoy TCDi LS 8 Seater,Coimbatore,6,74041,Diesel,Manual,First,18.2,1248,73.8,8.0,3.88,Chevrolet
3005,BMW 3 Series 320d,Coimbatore,7,85846,Diesel,Automatic,First,22.69,1995,190.0,5.0,13.08,BMW
3006,Nissan Sunny 2011-2014 Diesel XV,Delhi,8,52000,Diesel,Manual,First,21.64,1461,84.8,5.0,3.5,Nissan
3007,Honda Accord 2.4 MT,Mumbai,10,47000,Petrol,Manual,Second,12.8,2354,177.6,5.0,3.5,Honda
3008,Hyundai Verna CRDi,Bangalore,10,72010,Diesel,Manual,First,16.8,1493,110.0,5.0,4.45,Hyundai
3009,Maruti Omni E MPI STD BS IV,Jaipur,5,15000,Petrol,Manual,First,16.8,796,34.2,8.0,2.35,Maruti
3010,Honda City i VTEC SV,Kolkata,5,480000,Petrol,Manual,First,17.4,1497,117.3,5.0,5.0,Honda
3011,Audi A7 2011-2015 Sportback,Kolkata,8,24720,Diesel,Automatic,Second,"<bound method NDFrame._add_numeric_operations.<locals>.mean of 0        26.6
1       19.67
2        18.2
3       20.77
4        15.2
        ...  
5867     28.4
5868     24.4
5869     14.0
5870     18.9
5871    25.44
Name: Mileage, Length: 5872, dtype: object>",2967,241.4,5.0,28.0,Audi
3012,Ford Fiesta 1.4 ZXi Leather,Chennai,13,75000,Petrol,Manual,Second,16.6,1388,68.0,5.0,2.0,Ford
3013,Hyundai i20 1.4 Asta,Mumbai,5,57000,Diesel,Manual,First,22.54,1396,88.73,5.0,6.35,Hyundai
3014,Mercedes-Benz E-Class E250 CDI Avantgrade,Kochi,5,41057,Diesel,Automatic,First,13.0,2143,201.1,5.0,24.63,Mercedes
3015,Maruti Wagon R LXI CNG,Pune,8,92000,CNG,Manual,Second,26.2,998,58.2,5.0,3.0,Maruti
3016,Ford EcoSport 1.5 TDCi Trend Plus,Chennai,4,20000,Diesel,Manual,First,22.77,1498,98.59,5.0,7.9,Ford
3017,Hyundai i20 1.2 Magna,Mumbai,9,52359,Petrol,Manual,First,18.5,1197,80.0,5.0,3.25,Hyundai
3018,Honda City i VTEC V,Delhi,4,17000,Petrol,Manual,Second,17.8,1497,117.3,5.0,8.25,Honda
3019,Nissan Micra Diesel XV,Kolkata,9,39002,Diesel,Manual,First,23.08,1461,63.1,5.0,2.85,Nissan
3020,Ford Figo Diesel EXI,Pune,10,129986,Diesel,Manual,Second,20.0,1399,68.0,5.0,3.2,Ford
3021,Nissan Micra XL,Kolkata,7,45000,Petrol,Manual,First,18.44,1198,75.0,5.0,1.75,Nissan
3022,Honda Accord 2.4 MT,Ahmedabad,11,82002,Petrol,Manual,Second,12.8,2354,177.6,5.0,5.75,Honda
3023,Skoda Superb Elegance 1.8 TSI AT,Mumbai,10,67000,Petrol,Automatic,First,13.7,1798,157.75,5.0,4.7,Skoda
3024,Maruti Omni 8 Seater BSIV,Hyderabad,3,21260,Petrol,Manual,First,14.0,796,35.0,5.0,2.9,Maruti
3025,Hyundai i20 Magna Optional 1.4 CRDi,Ahmedabad,8,55362,Diesel,Manual,First,21.9,1396,88.8,5.0,4.25,Hyundai
3026,Hyundai Creta 1.6 CRDi AT SX Plus,Chennai,3,13000,Diesel,Automatic,First,17.01,1582,126.2,5.0,14.5,Hyundai
3027,Maruti Swift VDI BSIV,Kochi,4,45725,Diesel,Manual,First,25.2,1248,74.0,5.0,5.34,Maruti
3028,Maruti Swift LDI BSIV,Jaipur,6,105000,Diesel,Manual,First,25.2,1248,74.0,5.0,3.85,Maruti
3029,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Hyderabad,11,156056,Diesel,Manual,First,12.8,2494,102.0,8.0,8.5,Toyota
3030,Hyundai Xcent 1.1 CRDi Base,Mumbai,4,135000,Diesel,Manual,First,24.4,1120,71.0,5.0,4.2,Hyundai
3031,Maruti Ertiga Paseo VDI,Delhi,4,67000,Diesel,Manual,First,20.77,1248,88.7,7.0,6.75,Maruti
3032,Ford Endeavour 3.2 Trend AT 4X4,Jaipur,4,90000,Diesel,Automatic,First,10.91,3198,197.2,7.0,26.0,Ford
3033,Hyundai i20 1.4 Sportz,Coimbatore,1,32251,Diesel,Manual,First,22.54,1396,88.73,5.0,8.61,Hyundai
3034,Maruti Zen Estilo LXI BS IV,Mumbai,11,47000,Petrol,Manual,First,19.0,998,67.1,5.0,1.46,Maruti
3035,Maruti Ritz VDi,Mumbai,9,75308,Diesel,Manual,Second,21.1,1248,73.9,5.0,2.8,Maruti
3036,Maruti Alto K10 LXI CNG Optional,Kochi,2,44202,CNG,Manual,First,32.26,998,58.2,4.0,4.0,Maruti
3037,Honda City 1.5 S MT,Mumbai,6,58000,Petrol,Manual,First,17.0,1497,118.0,5.0,5.47,Honda
3038,Maruti Swift Dzire ZXi,Mumbai,11,60000,Petrol,Manual,First,17.5,1298,85.8,5.0,2.45,Maruti
3039,BMW X1 sDrive 20d Sportline,Hyderabad,6,45000,Diesel,Automatic,First,17.05,1995,184.0,5.0,21.5,BMW
3040,Tata Manza Aqua Safire,Mumbai,10,41195,Petrol,Manual,First,15.0,1368,90.0,5.0,1.38,Tata
3041,Mahindra XUV500 W10 2WD,Chennai,4,89000,Diesel,Manual,First,16.0,2179,140.0,7.0,13.5,Mahindra
3042,Hyundai i10 Sportz AT,Bangalore,11,60510,Petrol,Automatic,Second,16.95,1197,78.9,5.0,3.1,Hyundai
3043,Maruti Baleno Sigma 1.2,Mumbai,4,8500,Petrol,Manual,First,21.4,1197,83.1,5.0,5.49,Maruti
3044,Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,3,35981,Diesel,Manual,First,24.3,1248,88.5,5.0,9.51,Maruti
3045,Ford Figo Petrol ZXI,Mumbai,8,23152,Petrol,Manual,First,15.6,1196,70.02,5.0,2.39,Ford
3046,Maruti Wagon R CNG LXI,Delhi,6,74663,CNG,Manual,First,33.54,998,67.04,5.0,3.25,Maruti
3047,Volkswagen Vento Sport 1.2 TSI AT,Mumbai,6,61529,Petrol,Automatic,First,18.19,1197,103.5,5.0,5.65,Volkswagen
3048,Mahindra Xylo D2 BS III,Ahmedabad,10,91596,Diesel,Manual,First,14.95,2489,93.7,7.0,1.85,Mahindra
3049,Porsche Cayenne Base,Kochi,1,14298,Petrol,Automatic,First,13.33,2995,340.0,5.0,2.02,Porsche
3050,Maruti Swift Dzire VDi,Hyderabad,7,83327,Diesel,Manual,First,19.3,1248,73.9,5.0,5.8,Maruti
3051,Volkswagen Polo 1.2 MPI Highline Plus,Hyderabad,3,22857,Petrol,Manual,First,16.2,1199,74.0,5.0,6.9,Volkswagen
3052,Hyundai Verna 1.6 VTVT,Chennai,7,34620,Petrol,Manual,Second,17.01,1591,121.3,5.0,5.35,Hyundai
3053,Hyundai i10 Era 1.1,Bangalore,10,56000,Petrol,Manual,First,19.81,1086,68.05,5.0,2.85,Hyundai
3054,Mercedes-Benz E-Class E250 CDI Launch Edition,Chennai,6,81000,Diesel,Automatic,First,13.0,2143,204.0,5.0,22.75,Mercedes
3055,Maruti Zen LXI,Jaipur,22,95150,Petrol,Manual,Third,17.3,993,60.0,5.0,0.45,Maruti
3056,Hyundai i10 Sportz,Coimbatore,7,32776,Petrol,Manual,First,20.36,1197,78.9,5.0,4.64,Hyundai
3057,Honda Amaze S i-Dtech,Coimbatore,4,51587,Diesel,Manual,First,25.8,1498,98.6,5.0,5.27,Honda
3058,Tata Safari Storme VX,Jaipur,4,36000,Diesel,Manual,First,14.1,2179,148.0,7.0,10.0,Tata
3059,Honda Brio 1.2 S MT,Mumbai,5,22000,Petrol,Manual,First,18.5,1198,86.8,5.0,3.95,Honda
3060,Hyundai i20 Asta,Kochi,10,30754,Petrol,Manual,First,17.0,1197,80.0,5.0,3.38,Hyundai
3061,Volkswagen Jetta 2012-2014 1.4 TSI,Coimbatore,2,37109,Petrol,Manual,First,14.69,1390,120.33,5.0,16.8,Volkswagen
3062,Honda Jazz Select Edition,Kolkata,10,45000,Petrol,Manual,First,16.7,1198,88.8,5.0,1.99,Honda
3063,Hyundai Grand i10 Sportz,Coimbatore,3,33284,Petrol,Manual,First,18.9,1197,82.0,5.0,5.84,Hyundai
3064,Jaguar XF Diesel,Coimbatore,4,55115,Diesel,Automatic,First,14.74,2993,270.9,5.0,36.15,Jaguar
3065,Jaguar XF 2.2 Litre Luxury,Kolkata,6,18000,Diesel,Automatic,First,16.36,2179,187.7,5.0,25.7,Jaguar
